file,player_name,platform,retrieved_date,kd_rate,kills,matches_played,score,top_10,top_12s,top_25s,top_3s,top_5s,top_6s,win_pct,wins
UnsavedReplay-2019.01.18-19.46.29.replay,Jenso202,pc,2019-01-19 00:54:22,0.2,172,874,94428,8,56,18,26,15,47,1,6
UnsavedReplay-2019.01.18-19.46.29.replay,Italianaussie,pc,2019-01-19 00:54:30,0.29,343,1184,149145,10,35,45,39,9,131,0,2
UnsavedReplay-2019.01.18-19.46.29.replay,Memento Tenebris,pc,2019-01-19 00:54:38,0.65,91,147,33229,40,5,54,11,2,13,4,6
UnsavedReplay-2019.01.18-19.46.29.replay,Memento Tenebris,xbl,2019-01-19 00:54:44,1.47,3612,2655,705393,580,216,844,204,125,319,8,199
UnsavedReplay-2019.01.18-19.46.29.replay,Dangeruss_Dan,pc,2019-01-19 00:54:47,1.49,586,411,77275,15,6,53,36,5,62,4,17
UnsavedReplay-2019.01.18-19.46.29.replay,Dangeruss_Dan,psn,2019-01-19 00:54:49,2.47,3878,1650,337823,213,30,390,81,10,155,5,80
UnsavedReplay-2019.01.18-19.46.29.replay,YaBoyFlips,pc,2019-01-19 00:54:55,0.69,369,538,62286,5,49,17,4,22,7,1,7
UnsavedReplay-2019.01.18-19.46.29.replay,YaBoyFlips,psn,2019-01-19 00:54:57,0.65,34,52,9217,3,0,6,2,0,8,0,0
UnsavedReplay-2019.01.18-19.46.29.replay,YaBoyFlips,xbl,2019-01-19 00:55:00,0.71,5,7,941,0,1,1,0,0,0,0,0
UnsavedReplay-2019.01.18-19.46.29.replay,CheeseNutz123456,pc,2019-01-19 00:55:03,1.16,1763,1560,256721,23,117,69,75,56,154,2,36
UnsavedReplay-2019.01.18-19.46.29.replay,BAKABOY2000,pc,2019-01-19 00:55:12,0.14,314,2321,258973,181,9,562,15,5,28,0,4
UnsavedReplay-2019.01.18-19.46.29.replay,Dilb0t,pc,2019-01-19 00:55:20,2.8,6809,2570,469516,104,357,232,39,198,71,5,134
UnsavedReplay-2019.01.18-19.46.29.replay,Dilb0t,psn,2019-01-19 00:55:23,4.4,27318,7166,1818131,471,515,735,895,313,1340,13,956
UnsavedReplay-2019.01.18-19.46.29.replay,Mango_236,pc,2019-01-19 00:55:37,0.5,1408,2836,358965,132,147,328,45,59,106,0,10
UnsavedReplay-2019.01.18-19.46.29.replay,xABMExㅤ,pc,2019-01-19 00:55:45,1.03,2875,2833,313499,91,138,209,23,44,45,1,30
UnsavedReplay-2019.01.18-19.46.29.replay,xABMExㅤ,xbl,2019-01-19 00:55:51,0.67,2,3,473,0,0,1,0,0,0,0,0
UnsavedReplay-2019.01.18-19.46.29.replay,Anima.,pc,2019-01-19 00:56:02,2.45,4198,1919,472209,116,240,182,186,145,281,11,204
UnsavedReplay-2019.01.18-19.46.29.replay,Anima.,psn,2019-01-19 00:56:04,0.0,0,3,0,0,0,0,0,0,0,0,0
