file,player_name,platform,retrieved_date,kd_rate,kills,matches_played,score,top_10,top_12s,top_25s,top_3s,top_5s,top_6s,win_pct,wins
UnsavedReplay-2019.01.17-21.36.44.replay,FoghornLeghorn93,pc,2019-01-18 23:24:42,0.58,630,1101,166488,21,104,70,55,40,104,1,12
UnsavedReplay-2019.01.17-21.36.44.replay,xNBnatoes,pc,2019-01-18 23:24:58,0.64,161,252,30868,23,2,66,1,1,1,0,0
UnsavedReplay-2019.01.17-21.36.44.replay,SlinKyZ.YT,pc,2019-01-18 23:25:06,1.08,6663,6265,789350,103,477,392,66,194,152,1,77
UnsavedReplay-2019.01.17-21.36.44.replay,Blions.TTV,pc,2019-01-18 23:25:14,2.96,13489,4826,890876,334,585,619,132,318,218,6,275
UnsavedReplay-2019.01.17-21.36.44.replay,Blions.TTV,psn,2019-01-18 23:25:17,0.76,48,63,4872,1,0,5,0,0,0,0,0
UnsavedReplay-2019.01.17-21.36.44.replay,AllDayEveryDay01,pc,2019-01-18 23:25:22,2.78,13550,5218,1094145,255,420,457,395,218,672,7,351
UnsavedReplay-2019.01.17-21.36.44.replay,CGFielding,pc,2019-01-18 23:25:30,2.04,100,55,15096,1,16,2,7,7,9,11,6
UnsavedReplay-2019.01.17-21.36.44.replay,CGFielding,psn,2019-01-18 23:25:33,2.08,9041,4821,1153465,494,901,776,234,542,346,10,469
UnsavedReplay-2019.01.17-21.36.44.replay,RaiD8N,pc,2019-01-18 23:25:46,0.86,310,376,73837,26,17,55,34,7,55,5,17
UnsavedReplay-2019.01.17-21.36.44.replay,SmokinBudahh,pc,2019-01-18 23:25:54,0.4,95,238,26138,4,15,13,1,4,9,0,0
UnsavedReplay-2019.01.17-21.36.44.replay,Blogzo,pc,2019-01-18 23:26:02,0.12,5,43,5927,5,0,15,1,0,2,0,0
UnsavedReplay-2019.01.17-21.36.44.replay,allmusikplays,pc,2019-01-18 23:26:12,0.33,67,203,24884,12,8,22,5,3,12,0,0
UnsavedReplay-2019.01.17-21.36.44.replay,KangaTheRanga,pc,2019-01-18 23:26:21,1.82,11620,6653,1197410,404,650,794,226,315,418,4,271
UnsavedReplay-2019.01.17-21.36.44.replay,KangaTheRanga,psn,2019-01-18 23:26:23,0.35,40,116,16664,11,0,24,1,0,5,2,2
UnsavedReplay-2019.01.17-21.36.44.replay,Molyzz_69,pc,2019-01-18 23:26:29,0.87,1460,1709,241983,65,142,151,53,65,87,2,28
UnsavedReplay-2019.01.17-21.36.44.replay,Molyzz_69,xbl,2019-01-18 23:26:35,0.7,2661,3874,540114,167,234,406,86,101,147,1,56
UnsavedReplay-2019.01.17-21.36.44.replay,TTV.P0tayt01234,pc,2019-01-18 23:26:38,1.62,2025,1275,165064,46,83,125,10,39,24,2,24
UnsavedReplay-2019.01.17-21.36.44.replay,TTV.P0tayt01234,psn,2019-01-18 23:26:41,0.99,2860,2956,416638,90,190,212,72,71,155,2,53
UnsavedReplay-2019.01.17-21.36.44.replay,Izerotr,pc,2019-01-18 23:26:46,1.37,4156,3095,415652,24,160,60,98,69,170,2,52
UnsavedReplay-2019.01.17-21.36.44.replay,Izerotr,psn,2019-01-18 23:26:49,0.47,15,32,3649,0,1,0,1,0,3,0,0
UnsavedReplay-2019.01.17-21.36.44.replay,xd Big.Chungus,pc,2019-01-18 23:26:54,0.92,1023,1122,147576,27,62,81,29,24,66,1,16
