file,player_name,platform,retrieved_date,kd_rate,kills,matches_played,score,top_10,top_12s,top_25s,top_3s,top_5s,top_6s,win_pct,wins
UnsavedReplay-2019.01.18-20.43.50.replay,Boss-the-Ross,pc,2019-01-19 00:57:46,0.15,175,1145,153135,180,9,363,5,4,10,0,4
UnsavedReplay-2019.01.18-20.43.50.replay,daсk,pc,2019-01-19 00:57:54,2.1,4774,2392,490230,293,204,592,59,104,108,5,119
UnsavedReplay-2019.01.18-20.43.50.replay,AsianChinnnnnnnツ,pc,2019-01-19 00:58:03,3.44,4388,1515,432950,421,199,612,33,132,50,16,241
UnsavedReplay-2019.01.18-20.43.50.replay,AsianChinnnnnnnツ,psn,2019-01-19 00:58:05,1.35,6985,5610,1361286,330,1016,584,329,596,555,8,443
UnsavedReplay-2019.01.18-20.43.50.replay,xp Τurbid,pc,2019-01-19 00:58:12,0.54,1107,2041,264182,149,96,375,16,25,38,0,6
UnsavedReplay-2019.01.18-20.43.50.replay,xp Τurbid,xbl,2019-01-19 00:58:18,0.38,30,79,8062,3,1,8,1,0,1,0,0
UnsavedReplay-2019.01.18-20.43.50.replay,Toddler Toucher,pc,2019-01-19 00:58:21,1.22,3245,2735,487731,223,172,380,87,99,176,3,86
UnsavedReplay-2019.01.18-20.43.50.replay,Toddler Toucher,psn,2019-01-19 00:58:24,0.78,412,550,103080,21,13,46,37,8,78,4,23
UnsavedReplay-2019.01.18-20.43.50.replay,taylor_zzz,pc,2019-01-19 00:58:29,0.21,130,625,69145,20,11,62,7,4,29,0,1
UnsavedReplay-2019.01.18-20.43.50.replay,taylor_zzz,psn,2019-01-19 00:58:32,0.32,92,292,35256,12,16,34,3,6,9,0,0
UnsavedReplay-2019.01.18-20.43.50.replay,MisterRedBeans,pc,2019-01-19 00:58:37,1.23,10622,8818,1337793,527,764,1250,168,376,299,2,178
UnsavedReplay-2019.01.18-20.43.50.replay,MisterRedBeans,psn,2019-01-19 00:58:40,0.6,109,184,25073,4,22,14,2,13,7,1,2
UnsavedReplay-2019.01.18-20.43.50.replay,BiTe Scenez,pc,2019-01-19 00:58:54,0.25,377,1510,141402,15,73,65,10,21,25,0,1
UnsavedReplay-2019.01.18-20.43.50.replay,BiTe Scenez,xbl,2019-01-19 00:58:59,0.33,1305,3985,391876,141,74,563,13,15,49,0,7
UnsavedReplay-2019.01.18-20.43.50.replay,Jedifett323,pc,2019-01-19 00:59:02,0.29,234,808,76887,11,40,55,5,6,9,0,1
UnsavedReplay-2019.01.18-20.43.50.replay,Jedifett323,xbl,2019-01-19 00:59:08,0.36,595,1686,209745,32,71,136,36,22,107,1,11
UnsavedReplay-2019.01.18-20.43.50.replay,99 not out,pc,2019-01-19 00:59:10,0.24,307,1296,146333,44,38,179,12,7,37,0,1
UnsavedReplay-2019.01.18-20.43.50.replay,SqUaDrApHoNiC,pc,2019-01-19 00:59:19,0.21,48,228,19160,1,9,3,2,1,5,0,0
UnsavedReplay-2019.01.18-20.43.50.replay,SqUaDrApHoNiC,psn,2019-01-19 00:59:22,0.33,60,182,14687,0,8,0,0,1,0,0,0
UnsavedReplay-2019.01.18-20.43.50.replay,Exo Bot Dynaӎoツ,pc,2019-01-19 00:59:44,1.43,5417,3860,508615,162,250,407,44,95,92,2,67
UnsavedReplay-2019.01.18-20.43.50.replay,TONY BALONI,pc,2019-01-19 00:59:52,0.64,1002,1580,210624,65,137,239,10,51,16,1,17
UnsavedReplay-2019.01.18-20.43.50.replay,TONY BALONI,psn,2019-01-19 00:59:55,2.0,8,5,1054,1,0,3,0,0,0,20,1
UnsavedReplay-2019.01.18-20.43.50.replay,Si6ne NZ,pc,2019-01-19 01:00:00,1.05,4675,4506,634800,232,164,549,110,74,223,1,57
UnsavedReplay-2019.01.18-20.43.50.replay,Si6ne NZ,psn,2019-01-19 01:00:03,1.04,145,145,23573,5,9,11,9,4,12,3,5
UnsavedReplay-2019.01.18-20.43.50.replay,xArea 51,pc,2019-01-19 01:00:08,1.32,3880,2984,425239,65,289,170,62,131,129,2,47
UnsavedReplay-2019.01.18-20.43.50.replay,xArea 51,psn,2019-01-19 01:00:11,0.84,1720,2085,296131,29,97,113,60,35,117,2,31
UnsavedReplay-2019.01.18-20.43.50.replay,REELPOOPIDYSCOOP,pc,2019-01-19 01:00:17,0.39,122,322,36292,2,29,6,9,9,23,2,7
UnsavedReplay-2019.01.18-20.43.50.replay,Twitch LukeOCE,pc,2019-01-19 01:00:25,2.73,8505,3399,779514,827,117,1397,67,57,105,8,285
UnsavedReplay-2019.01.18-20.43.50.replay,PeterNT,pc,2019-01-19 01:00:33,0.21,104,503,68485,28,7,79,19,3,49,1,6
UnsavedReplay-2019.01.18-20.43.50.replay,KYShame,pc,2019-01-19 01:00:41,1.07,3503,3390,600770,130,175,287,225,69,396,3,114
UnsavedReplay-2019.01.18-20.43.50.replay,SouL100,pc,2019-01-19 01:00:49,0.36,729,2031,210193,40,73,172,21,22,70,0,7
UnsavedReplay-2019.01.18-20.43.50.replay,SouL100,xbl,2019-01-19 01:00:55,0.82,3075,3785,526908,116,190,283,144,70,290,1,51
UnsavedReplay-2019.01.18-20.43.50.replay,Twitch Keepatit_,pc,2019-01-19 01:00:58,3.87,19425,5394,1046510,281,474,524,279,244,476,7,371
UnsavedReplay-2019.01.18-20.43.50.replay,Twitch Keepatit_,psn,2019-01-19 01:01:01,1.15,15,13,1178,0,0,3,0,0,0,0,0
UnsavedReplay-2019.01.18-20.43.50.replay,SnappyFanatic,pc,2019-01-19 01:01:15,1.49,2458,1728,282956,43,99,96,139,55,225,5,79
UnsavedReplay-2019.01.18-20.43.50.replay,slappie _TSM.,pc,2019-01-19 01:01:24,0.85,1290,1516,140289,13,59,50,2,20,7,0,3
UnsavedReplay-2019.01.18-20.43.50.replay,slappie _TSM.,psn,2019-01-19 01:01:27,1.43,53,38,4271,0,0,1,1,0,2,3,1
UnsavedReplay-2019.01.18-20.43.50.replay,Th3_F0rtnite_Guy,pc,2019-01-19 01:01:33,0.23,257,1109,114920,12,52,53,19,15,39,1,10
UnsavedReplay-2019.01.18-20.43.50.replay,thatasianboy9,pc,2019-01-19 01:01:42,1.15,5860,5226,839709,285,375,680,173,186,320,3,146
UnsavedReplay-2019.01.18-20.43.50.replay,mhomas,pc,2019-01-19 01:01:51,2.46,9829,4308,994400,360,671,660,199,349,344,7,312
UnsavedReplay-2019.01.18-20.43.50.replay,Brooklyn_jmh,pc,2019-01-19 01:01:59,0.5,1,2,490,1,0,1,0,0,0,0,0
UnsavedReplay-2019.01.18-20.43.50.replay,hawk24631,pc,2019-01-19 01:02:16,0.27,476,1737,182311,74,43,224,21,13,39,0,1
UnsavedReplay-2019.01.18-20.43.50.replay,TearyData,pc,2019-01-19 01:02:24,0.02,2,97,10799,1,1,2,5,0,12,1,1
UnsavedReplay-2019.01.18-20.43.50.replay,xXRULEZYXx,pc,2019-01-19 01:02:44,0.37,636,1721,182893,101,5,310,9,0,24,0,2
UnsavedReplay-2019.01.18-20.43.50.replay,Javistar27,pc,2019-01-19 01:02:52,0.19,461,2396,224022,26,53,127,15,21,62,0,4
UnsavedReplay-2019.01.18-20.43.50.replay,RaG3_Gamer4ever,pc,2019-01-19 01:03:00,0.7,3469,5048,763500,52,600,171,97,297,227,2,100
UnsavedReplay-2019.01.18-20.43.50.replay,ARM1SH1,pc,2019-01-19 01:03:08,0.45,308,690,100141,67,2,166,13,1,29,0,2
UnsavedReplay-2019.01.18-20.43.50.replay,Tommorrow ttv,pc,2019-01-19 01:03:16,0.85,1671,1999,303644,70,157,187,59,71,120,2,34
UnsavedReplay-2019.01.18-20.43.50.replay,Tommorrow ttv,psn,2019-01-19 01:03:19,0.96,2573,2717,387764,99,226,255,47,91,118,2,42
UnsavedReplay-2019.01.18-20.43.50.replay,tcyanson94,pc,2019-01-19 01:03:25,0.54,258,475,47864,26,4,99,0,0,3,0,0
UnsavedReplay-2019.01.18-20.43.50.replay,sslq,pc,2019-01-19 01:03:33,0.81,3323,4157,594471,356,66,807,78,34,167,1,47
UnsavedReplay-2019.01.18-20.43.50.replay,RR_isaacstorm,pc,2019-01-19 01:03:41,0.29,38,133,13887,4,4,22,2,0,2,1,1
UnsavedReplay-2019.01.18-20.43.50.replay,RR_isaacstorm,xbl,2019-01-19 01:03:46,0.44,613,1407,136306,33,19,130,5,7,13,0,2
UnsavedReplay-2019.01.18-20.43.50.replay,AwesomeSauce_Fj,pc,2019-01-19 01:03:49,1.22,4658,3984,727900,125,286,325,252,128,475,4,161
UnsavedReplay-2019.01.18-20.43.50.replay,Deryve,pc,2019-01-19 01:03:57,0.55,148,270,39854,7,35,14,7,17,14,1,3
UnsavedReplay-2019.01.18-20.43.50.replay,MySnipeIsRipe.YT,pc,2019-01-19 01:04:06,0.78,2402,3112,369279,76,170,224,43,67,95,1,28
UnsavedReplay-2019.01.18-20.43.50.replay,Watts04,pc,2019-01-19 01:04:14,0.78,4280,5519,670972,180,270,575,59,100,118,1,51
UnsavedReplay-2019.01.18-20.43.50.replay,LazɑrLazɑr,pc,2019-01-19 01:04:22,0.17,47,269,24974,8,4,43,2,2,3,0,0
UnsavedReplay-2019.01.18-20.43.50.replay,blake_quinlan,pc,2019-01-19 01:04:48,0.43,123,288,29634,4,8,16,5,3,10,0,1
UnsavedReplay-2019.01.18-20.43.50.replay,Utiliser_408,pc,2019-01-19 01:05:04,0.59,3166,5370,524759,138,153,352,43,37,105,0,18
UnsavedReplay-2019.01.18-20.43.50.replay,Crocket_NZ,pc,2019-01-19 01:05:12,0.01,2,207,25385,20,4,57,4,1,6,0,0
UnsavedReplay-2019.01.18-20.43.50.replay,the_true_aussie,pc,2019-01-19 01:05:21,0.32,919,2909,357804,56,326,161,32,112,89,1,18
UnsavedReplay-2019.01.18-20.43.50.replay,JibkoYT,pc,2019-01-19 01:05:29,0.45,45,100,10976,1,2,2,3,0,5,0,0
UnsavedReplay-2019.01.18-20.43.50.replay,JibkoYT,psn,2019-01-19 01:05:32,0.28,220,795,94996,25,36,51,19,12,48,1,7
UnsavedReplay-2019.01.18-20.43.50.replay,BlazeRunner77,pc,2019-01-19 01:05:37,0.51,1847,3668,397561,54,174,205,49,60,110,1,23
UnsavedReplay-2019.01.18-20.43.50.replay,BlazeRunner77,xbl,2019-01-19 01:05:42,0.35,18,51,5734,0,3,1,0,1,1,0,0
UnsavedReplay-2019.01.18-20.43.50.replay,TommyTroop,pc,2019-01-19 01:05:45,0.61,1256,2094,297817,141,155,312,35,59,65,1,18
UnsavedReplay-2019.01.18-20.43.50.replay,TommyTroop,xbl,2019-01-19 01:05:51,0.33,2,6,566,0,0,1,0,0,0,0,0
UnsavedReplay-2019.01.18-20.43.50.replay,ⓋⓄⒾⒹ,pc,2019-01-19 01:05:54,1.0,3176,3211,354496,63,187,160,31,66,67,1,29
UnsavedReplay-2019.01.18-20.43.50.replay,ⓋⓄⒾⒹ,xbl,2019-01-19 01:05:59,0.74,882,1193,148067,38,40,102,19,19,41,1,9
UnsavedReplay-2019.01.18-20.43.50.replay,Oppy100,pc,2019-01-19 01:06:02,0.0,0,10,1136,1,0,3,0,0,0,0,0
UnsavedReplay-2019.01.18-20.43.50.replay,Oppy100,psn,2019-01-19 01:06:05,0.7,261,375,43197,7,24,14,6,9,12,1,2
UnsavedReplay-2019.01.18-20.43.50.replay,olliebum11234,pc,2019-01-19 01:06:11,0.5,339,679,84036,33,30,89,7,6,22,0,0
UnsavedReplay-2019.01.18-20.43.50.replay,olliebum11234,xbl,2019-01-19 01:06:16,0.25,14,57,4930,3,0,8,0,0,0,0,0
UnsavedReplay-2019.01.18-20.43.50.replay,Lord Spaz,pc,2019-01-19 01:06:19,0.8,844,1082,168997,23,99,75,48,35,81,2,25
UnsavedReplay-2019.01.18-20.43.50.replay,Skuxx_OG,pc,2019-01-19 01:06:28,0.63,174,277,35856,20,8,38,5,1,14,1,2
UnsavedReplay-2019.01.18-20.43.50.replay,Skuxx_OG,xbl,2019-01-19 01:06:34,1.1,8445,7894,1284547,428,414,844,349,178,629,3,240
UnsavedReplay-2019.01.18-20.43.50.replay,Mr-V-Bucks,pc,2019-01-19 01:06:37,0.17,152,877,75298,16,12,58,4,4,18,0,0
UnsavedReplay-2019.01.18-20.43.50.replay,x_xSimplicityX,pc,2019-01-19 01:06:45,0.15,10,66,6474,5,1,14,0,1,0,2,1
UnsavedReplay-2019.01.18-20.43.50.replay,x_xSimplicityX,psn,2019-01-19 01:06:47,1.12,1621,1467,95705,98,22,228,23,4,41,1,17
UnsavedReplay-2019.01.18-20.43.50.replay,blakay123,pc,2019-01-19 01:06:53,0.7,559,801,108405,10,82,32,7,31,34,1,7
UnsavedReplay-2019.01.18-20.43.50.replay,blakay123,psn,2019-01-19 01:06:56,0.79,1804,2308,338554,55,222,172,62,71,131,1,30
UnsavedReplay-2019.01.18-20.43.50.replay,Game_Over-0123,pc,2019-01-19 01:07:18,0.39,267,688,72215,26,18,77,20,3,34,0,1
UnsavedReplay-2019.01.18-20.43.50.replay,KiwiTheCat,pc,2019-01-19 01:07:28,0.34,194,566,73195,41,18,107,13,8,29,0,2
UnsavedReplay-2019.01.18-20.43.50.replay,Clockers118,pc,2019-01-19 01:07:36,0.83,60,72,9779,7,0,26,0,0,1,0,0
UnsavedReplay-2019.01.18-20.43.50.replay,Clockers118,xbl,2019-01-19 01:07:41,0.98,447,460,71559,30,8,93,14,4,26,1,5
UnsavedReplay-2019.01.18-20.43.50.replay,Pinguuツ,pc,2019-01-19 01:07:44,0.58,2553,4472,560751,162,379,449,66,144,147,1,44
UnsavedReplay-2019.01.18-20.43.50.replay,Kyle person,pc,2019-01-19 01:07:52,0.27,400,1496,172977,19,97,50,18,22,54,0,6
UnsavedReplay-2019.01.18-20.43.50.replay,xd vengance,pc,2019-01-19 01:08:00,0.67,300,446,39809,10,8,51,1,1,3,0,0
UnsavedReplay-2019.01.18-20.43.50.replay,xd vengance,xbl,2019-01-19 01:08:05,0.91,3509,3911,484572,211,181,583,31,79,49,1,43
UnsavedReplay-2019.01.18-20.43.50.replay,space_boii239,pc,2019-01-19 01:08:18,0.23,260,1147,105732,7,56,28,16,14,36,0,0
UnsavedReplay-2019.01.18-20.43.50.replay,imΤrashbtw,pc,2019-01-19 01:08:26,0.46,2423,5249,458857,91,110,341,29,33,77,0,6
UnsavedReplay-2019.01.18-20.43.50.replay,imΤrashbtw,xbl,2019-01-19 01:08:31,0.65,413,636,60148,17,7,75,3,2,3,0,1
UnsavedReplay-2019.01.18-20.43.50.replay,Ca1mD0wn,pc,2019-01-19 01:08:34,0.95,2923,3236,727691,91,215,176,374,114,656,5,164
UnsavedReplay-2019.01.18-20.43.50.replay,CosmoticSpiral,pc,2019-01-19 01:08:43,0.44,553,1258,115630,27,35,77,7,12,14,0,2
UnsavedReplay-2019.01.18-20.43.50.replay,YUMM Vortex,pc,2019-01-19 01:09:00,0.36,47,130,12129,4,3,18,1,1,1,1,1
UnsavedReplay-2019.01.18-20.43.50.replay,YUMM Vortex,psn,2019-01-19 01:09:03,0.9,2499,2825,410222,108,242,248,59,90,130,2,44
UnsavedReplay-2019.01.18-20.43.50.replay,Twitch_KazzOCE,psn,2019-01-19 01:09:20,0.54,7,13,1074,0,0,0,0,0,0,0,0
