file,datetime,fortnite_version,game_sub,release,season,server_side_version
UnsavedReplay-2019.01.18-20.43.50.replay,2019-01-18 20:43:50,4727874,SubGame=Athena,++Fortnite+Release-7.20,7,1110505610
