file,player_name,platform,retrieved_date,kd_rate,kills,matches_played,score,top_10,top_12s,top_25s,top_3s,top_5s,top_6s,win_pct,wins
UnsavedReplay-2019.01.18-21.32.41.replay,Fresh.Ginger,pc,2019-01-18 23:51:05,1.16,453,406,67594,4,48,7,32,19,57,3,14
UnsavedReplay-2019.01.18-21.32.41.replay,ThaTLogaNKiD,pc,2019-01-18 23:51:13,1.16,29,25,3527,1,3,2,1,1,2,0,0
UnsavedReplay-2019.01.18-21.32.41.replay,ThaTLogaNKiD,psn,2019-01-18 23:51:16,1.0,4542,4616,609101,130,217,475,86,72,178,1,55
UnsavedReplay-2019.01.18-21.32.41.replay,D R O X,pc,2019-01-18 23:51:22,1.57,7526,5022,902005,311,284,598,281,131,485,4,216
UnsavedReplay-2019.01.18-21.32.41.replay,D R O X,psn,2019-01-18 23:51:25,0.52,13,25,3033,1,1,5,0,0,0,0,0
UnsavedReplay-2019.01.18-21.32.41.replay,DankDoritoMeems2,pc,2019-01-18 23:51:32,0.16,58,355,40107,8,17,38,5,5,11,1,2
UnsavedReplay-2019.01.18-21.32.41.replay,zygarde wins,pc,2019-01-18 23:51:40,0.01,3,219,24972,10,9,32,3,3,8,1,1
UnsavedReplay-2019.01.18-21.32.41.replay,PancakeWithAbbs,pc,2019-01-18 23:51:48,0.7,3608,5182,609942,189,199,498,74,68,157,1,45
UnsavedReplay-2019.01.18-21.32.41.replay,mathew_s_m,pc,2019-01-18 23:51:56,0.0,0,3,147,0,0,0,0,0,0,0,0
UnsavedReplay-2019.01.18-21.32.41.replay,almotaz_ic,pc,2019-01-18 23:52:12,0.24,50,208,20989,5,9,22,2,3,5,0,0
UnsavedReplay-2019.01.18-21.32.41.replay,almotaz_ic,psn,2019-01-18 23:52:15,0.28,739,2650,279694,23,59,153,34,19,87,0,3
UnsavedReplay-2019.01.18-21.32.41.replay,Mr. Ralph,pc,2019-01-18 23:52:20,0.81,1832,2296,350079,87,214,223,62,92,113,2,45
UnsavedReplay-2019.01.18-21.32.41.replay,RNG Ciller06 TTV,pc,2019-01-18 23:52:28,0.39,554,1442,144591,41,54,96,21,12,46,0,4
UnsavedReplay-2019.01.18-21.32.41.replay,C1stFallsCohaxen,pc,2019-01-18 23:52:36,0.77,2447,3250,546561,56,227,145,211,88,401,2,78
UnsavedReplay-2019.01.18-21.32.41.replay,Insigniaツ,pc,2019-01-18 23:52:44,1.9,6317,3536,702148,111,611,220,155,338,269,6,216
UnsavedReplay-2019.01.18-21.32.41.replay,twitch.p4perzz,pc,2019-01-18 23:52:52,2.39,9894,4323,780584,155,334,319,183,168,331,4,183
UnsavedReplay-2019.01.18-21.32.41.replay,twitch.p4perzz,xbl,2019-01-18 23:52:58,0.75,6,8,911,1,0,1,0,0,0,0,0
UnsavedReplay-2019.01.18-21.32.41.replay,lenndy21,pc,2019-01-18 23:53:01,0.52,46,90,12643,2,13,4,3,3,3,2,2
UnsavedReplay-2019.01.18-21.32.41.replay,lenndy21,psn,2019-01-18 23:53:03,0.41,35,86,9771,0,1,10,2,1,3,0,0
UnsavedReplay-2019.01.18-21.32.41.replay,PatChester_,pc,2019-01-18 23:53:09,0.53,312,589,52597,15,14,57,2,2,6,0,0
UnsavedReplay-2019.01.18-21.32.41.replay,360_Massakre,pc,2019-01-18 23:53:17,2.04,3743,1868,309005,87,148,228,58,60,133,2,35
UnsavedReplay-2019.01.18-21.32.41.replay,360_Massakre,xbl,2019-01-18 23:53:22,1.4,5977,4354,590151,246,146,652,88,53,149,2,74
UnsavedReplay-2019.01.18-21.32.41.replay,34TSharkey,pc,2019-01-18 23:53:25,0.95,21,22,2906,1,3,4,0,0,0,0,0
UnsavedReplay-2019.01.18-21.32.41.replay,LDJx2,pc,2019-01-18 23:53:33,0.5,9,18,2220,1,1,1,0,0,1,0,0
