file,eliminated,eliminator,gun_type,knocked,time,seconds,weapon
UnsavedReplay-2019.01.18-21.32.41.replay,PANIC ROOM YT,UwantSumPhuk,3,0,1970-01-01 10:02:42.910,162.91,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,ayyben,WhyUMad_NOOB,3,0,1970-01-01 10:02:45.087,165.087,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,PeterNT,I Bash My Gf,8,0,1970-01-01 10:02:54.415,174.415,GRENADE
UnsavedReplay-2019.01.18-21.32.41.replay,Fresh.Ginger,U Knee Grow,4,0,1970-01-01 10:02:55.591,175.591,AR
UnsavedReplay-2019.01.18-21.32.41.replay,Stefanthepro89,Salvatore Edward,4,0,1970-01-01 10:02:55.878,175.878,AR
UnsavedReplay-2019.01.18-21.32.41.replay,Hidenseekk,Mr. Ralph,16,0,1970-01-01 10:02:57.074,177.074,MISSING
UnsavedReplay-2019.01.18-21.32.41.replay,PatChester_,Salvatore Edward,4,0,1970-01-01 10:02:57.506,177.506,AR
UnsavedReplay-2019.01.18-21.32.41.replay,toobau5,CFP_ShadοwBlader,13,0,1970-01-01 10:03:01.539,181.539,BOW
UnsavedReplay-2019.01.18-21.32.41.replay,Dr_Ben2605,LDJx2,4,0,1970-01-01 10:03:09.456,189.456,AR
UnsavedReplay-2019.01.18-21.32.41.replay,JediLionz,oc jacc,3,0,1970-01-01 10:03:12.406,192.406,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,Rex_NZ,SYXNK_,4,0,1970-01-01 10:03:14.530,194.53,AR
UnsavedReplay-2019.01.18-21.32.41.replay,NEOGALAXYEYES01,UwantSumPhuk,3,0,1970-01-01 10:03:20.441,200.441,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,jpm10jun82,Βen1_1,3,0,1970-01-01 10:03:26.282,206.282,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,SYXNK_,U Knee Grow,3,0,1970-01-01 10:03:28.651,208.651,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,Fighu,R0ya1_L0yalz,3,0,1970-01-01 10:03:34.150,214.15,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,mathew_s_m,Mango_236,4,0,1970-01-01 10:03:37.483,217.483,AR
UnsavedReplay-2019.01.18-21.32.41.replay,WhyUMad_NOOB,R0ya1_L0yalz,3,0,1970-01-01 10:03:43.178,223.178,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,R0ya1_L0yalz,oc jacc,3,0,1970-01-01 10:04:02.064,242.064,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,axtonytran_,H0td0g01,2,0,1970-01-01 10:04:08.029,248.029,PISTOL
UnsavedReplay-2019.01.18-21.32.41.replay,LDJx2,lenndy21,6,0,1970-01-01 10:04:09.664,249.664,SNIPER
UnsavedReplay-2019.01.18-21.32.41.replay,HeyHeyItsJazzyJ,RNG Ciller06 TTV,3,0,1970-01-01 10:04:12.038,252.038,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,RNG Ciller06 TTV,xd R3cruit,3,0,1970-01-01 10:04:13.147,253.147,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,oc jacc,Salvatore Edward,3,0,1970-01-01 10:04:16.397,256.397,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,zygarde wins,Salvatore Edward,4,0,1970-01-01 10:04:48.810,288.81,AR
UnsavedReplay-2019.01.18-21.32.41.replay,tamerhaddadi,U Knee Grow,4,0,1970-01-01 10:05:02.271,302.271,AR
UnsavedReplay-2019.01.18-21.32.41.replay,U Knee Grow,noob_isme_123,3,0,1970-01-01 10:05:15.422,315.422,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,xd R3cruit,A.spec T.,3,0,1970-01-01 10:05:21.380,321.38,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,Mr. Ralph,UwantSumPhuk,3,0,1970-01-01 10:05:21.487,321.487,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,mynamescooper,SomeFknRanga,3,0,1970-01-01 10:05:40.458,340.458,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,XxTitanCrainxX,H0td0g01,3,0,1970-01-01 10:06:29.962,389.962,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,Nooch247,Not PandaNinja,3,0,1970-01-01 10:06:43.026,403.026,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,Not PandaNinja,Salvatore Edward,13,0,1970-01-01 10:06:46.785,406.785,BOW
UnsavedReplay-2019.01.18-21.32.41.replay,Bit-Light,A.spec T.,3,0,1970-01-01 10:07:25.841,445.841,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,CFP_ShadοwBlader,Peachy Bot,4,0,1970-01-01 10:07:56.431,476.431,AR
UnsavedReplay-2019.01.18-21.32.41.replay,H0td0g01,Peachy Bot,5,0,1970-01-01 10:07:59.509,479.509,SMG
UnsavedReplay-2019.01.18-21.32.41.replay,I Bash My Gf,I Bash My Gf,1,0,1970-01-01 10:08:13.545,493.545,FALL
UnsavedReplay-2019.01.18-21.32.41.replay,SCAR_Cptmiller12,SCAR_Cptmiller12,0,0,1970-01-01 10:08:15.522,495.522,STORM
UnsavedReplay-2019.01.18-21.32.41.replay,lenndy21,Salvatore Edward,4,0,1970-01-01 10:08:23.550,503.55,AR
UnsavedReplay-2019.01.18-21.32.41.replay,Elz-4Ever,34TSharkey,3,0,1970-01-01 10:08:58.728,538.728,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,Peachy Bot,34TSharkey,3,0,1970-01-01 10:11:45.217,705.217,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,YounggSaba,A.spec T.,3,0,1970-01-01 10:12:01.578,721.578,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,Healing Seraph,CertainJesus,3,0,1970-01-01 10:12:10.660,730.66,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,A.spec T.,Mango_236,1,0,1970-01-01 10:12:17.311,737.311,FALL
UnsavedReplay-2019.01.18-21.32.41.replay,Mr-V-Bucks,Mango_236,6,0,1970-01-01 10:12:38.412,758.412,SNIPER
UnsavedReplay-2019.01.18-21.32.41.replay,you suck boi 246,Mango_236,4,0,1970-01-01 10:12:46.884,766.884,AR
UnsavedReplay-2019.01.18-21.32.41.replay,34TSharkey,UwantSumPhuk,3,0,1970-01-01 10:13:00.119,780.119,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,CertainJesus,Mango_236,5,0,1970-01-01 10:14:17.618,857.618,SMG
UnsavedReplay-2019.01.18-21.32.41.replay,Mango_236,UwantSumPhuk,4,0,1970-01-01 10:15:06.243,906.243,AR
UnsavedReplay-2019.01.18-21.32.41.replay,Insigniaツ,Salvatore Edward,3,0,1970-01-01 10:15:36.135,936.135,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,SomeFknRanga,C1stFallsCohaxen,3,0,1970-01-01 10:16:18.425,978.425,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,Salvatore Edward,D R O X,2,0,1970-01-01 10:19:43.971,1183.971,PISTOL
UnsavedReplay-2019.01.18-21.32.41.replay,Βen1_1,C1stFallsCohaxen,5,0,1970-01-01 10:20:00.575,1200.575,SMG
UnsavedReplay-2019.01.18-21.32.41.replay,UwantSumPhuk,UwantSumPhuk,0,0,1970-01-01 10:20:47.016,1247.016,STORM
UnsavedReplay-2019.01.18-21.32.41.replay,D R O X,Faгcry,3,0,1970-01-01 10:21:12.089,1272.089,SHOTGUN
UnsavedReplay-2019.01.18-21.32.41.replay,C1stFallsCohaxen,C1stFallsCohaxen,0,0,1970-01-01 10:22:20.216,1340.216,STORM
