file,eliminated,eliminator,gun_type,knocked,time,seconds,weapon
UnsavedReplay-2019.01.17-20.30.00.replay,AG Diawa,boydyboy1985,3,0,1970-01-01 10:00:57.622,57.622,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,Themuffinman2005,Themuffinman2005,10,0,1970-01-01 10:01:00.935,60.935,GRENADELAUNCHER
UnsavedReplay-2019.01.17-20.30.00.replay,Harperharper189,Lucaspi2312,4,0,1970-01-01 10:01:01.812,61.812,AR
UnsavedReplay-2019.01.17-20.30.00.replay,xd beast_5,AesSport,4,0,1970-01-01 10:01:01.876,61.876,AR
UnsavedReplay-2019.01.17-20.30.00.replay,Will I Am No9,paris17645,4,0,1970-01-01 10:01:05.273,65.273,AR
UnsavedReplay-2019.01.17-20.30.00.replay,Bmdy.,OfficialHipno,4,0,1970-01-01 10:01:06.456,66.456,AR
UnsavedReplay-2019.01.17-20.30.00.replay,thewolverine6699,KojoTheDodgeball,5,0,1970-01-01 10:01:07.432,67.432,SMG
UnsavedReplay-2019.01.17-20.30.00.replay,Leaky_19,The Jiker,3,0,1970-01-01 10:01:08.076,68.076,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,dimples11,SargentGold96,4,0,1970-01-01 10:01:08.271,68.271,AR
UnsavedReplay-2019.01.17-20.30.00.replay,OfficialHipno,Lachy1011,4,0,1970-01-01 10:01:09.299,69.299,AR
UnsavedReplay-2019.01.17-20.30.00.replay,VΞX ZeeFrog,Matthewmjones,8,0,1970-01-01 10:01:12.342,72.342,GRENADE
UnsavedReplay-2019.01.17-20.30.00.replay,crackieㅤㅤㅤㅤ,MoistyOnTwitch,3,0,1970-01-01 10:01:17.389,77.389,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,ralph2411ch,MoistyOnTwitch,3,0,1970-01-01 10:01:18.181,78.181,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,H4w.Antho,dropkickAU,5,0,1970-01-01 10:01:18.841,78.841,SMG
UnsavedReplay-2019.01.17-20.30.00.replay,Bak2daLobbyYouGo,ttv.downieOCE,3,0,1970-01-01 10:01:19.244,79.244,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,Juicy_XP,Juicy_XP,1,0,1970-01-01 10:01:21.850,81.85,FALL
UnsavedReplay-2019.01.17-20.30.00.replay,Chef_CHAFS,Chef_CHAFS,1,0,1970-01-01 10:01:22.126,82.126,FALL
UnsavedReplay-2019.01.17-20.30.00.replay,SrLeGanG,harryurawizaard,4,0,1970-01-01 10:01:27.912,87.912,AR
UnsavedReplay-2019.01.17-20.30.00.replay,Lachy1011,CUC PewDiePie,4,0,1970-01-01 10:01:33.488,93.488,AR
UnsavedReplay-2019.01.17-20.30.00.replay,sergeant cass,Eliiiiiiiiiii-,2,0,1970-01-01 10:01:33.576,93.576,PISTOL
UnsavedReplay-2019.01.17-20.30.00.replay,CUC PewDiePie,58851wolf,4,0,1970-01-01 10:01:35.965,95.965,AR
UnsavedReplay-2019.01.17-20.30.00.replay,Matthewmjones,alex is BAD lol,3,0,1970-01-01 10:01:36.078,96.078,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,MoistyOnTwitch,ImKiiinky,3,0,1970-01-01 10:01:41.294,101.294,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,paris17645,harryurawizaard,4,0,1970-01-01 10:01:44.357,104.357,AR
UnsavedReplay-2019.01.17-20.30.00.replay,ImKiiinky,ttv.downieOCE,3,0,1970-01-01 10:01:45.044,105.044,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,pizzaflynn1975,Ηonk,2,0,1970-01-01 10:01:47.084,107.084,PISTOL
UnsavedReplay-2019.01.17-20.30.00.replay,The Jiker,Stucko2004,5,0,1970-01-01 10:01:50.844,110.844,SMG
UnsavedReplay-2019.01.17-20.30.00.replay,Ηonk,xXJohn_WackXx,4,0,1970-01-01 10:01:50.949,110.949,AR
UnsavedReplay-2019.01.17-20.30.00.replay,AesSport,harryurawizaard,4,0,1970-01-01 10:01:52.923,112.923,AR
UnsavedReplay-2019.01.17-20.30.00.replay,charliecuzz,58851wolf,3,0,1970-01-01 10:01:57.969,117.969,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,alex is BAD lol,Exotic_Pxnda,3,0,1970-01-01 10:01:59.014,119.014,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,Unequal Bunny,SargentGold96,4,0,1970-01-01 10:02:03.018,123.018,AR
UnsavedReplay-2019.01.17-20.30.00.replay,HollowWater,Fear Infexious,5,0,1970-01-01 10:02:05.547,125.547,SMG
UnsavedReplay-2019.01.17-20.30.00.replay,Sayrenighty,wandi jordan,8,0,1970-01-01 10:02:10.056,130.056,GRENADE
UnsavedReplay-2019.01.17-20.30.00.replay,boydyboy1985,FakeSulfate,4,0,1970-01-01 10:02:12.862,132.862,AR
UnsavedReplay-2019.01.17-20.30.00.replay,Lucaspi2312,Rufaro0087,3,0,1970-01-01 10:02:15.002,135.002,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,Fear Infexious,Joshy mo mo,4,0,1970-01-01 10:02:15.498,135.498,AR
UnsavedReplay-2019.01.17-20.30.00.replay,MissHannahCams,LillyNapier,5,0,1970-01-01 10:02:20.217,140.217,SMG
UnsavedReplay-2019.01.17-20.30.00.replay,OneCuckyBoi,cmorgan30,3,0,1970-01-01 10:02:26.903,146.903,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,TTV nsgfrosty,SargentGold96,4,0,1970-01-01 10:02:36.128,156.128,AR
UnsavedReplay-2019.01.17-20.30.00.replay,Youtube_iEazeAu,dropkickAU,4,0,1970-01-01 10:02:39.833,159.833,AR
UnsavedReplay-2019.01.17-20.30.00.replay,Bossmith,VictorVonSweetz,4,0,1970-01-01 10:02:46.669,166.669,AR
UnsavedReplay-2019.01.17-20.30.00.replay,Swaglorde69,Birdie1373,8,0,1970-01-01 10:02:59.101,179.101,GRENADE
UnsavedReplay-2019.01.17-20.30.00.replay,xXJohn_WackXx,ItsNoelsy,3,0,1970-01-01 10:03:00.539,180.539,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,dropkickAU,HomophobicCommie,4,0,1970-01-01 10:03:02.419,182.419,AR
UnsavedReplay-2019.01.17-20.30.00.replay,Birdie1373,58851wolf,4,0,1970-01-01 10:03:11.328,191.328,AR
UnsavedReplay-2019.01.17-20.30.00.replay,cmorgan30,lil moosen 27,13,0,1970-01-01 10:03:12.101,192.101,BOW
UnsavedReplay-2019.01.17-20.30.00.replay,iTerra,Eliiiiiiiiiii-,3,0,1970-01-01 10:03:13.166,193.166,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,Jeffy123123321,XPG_CODYISHERE,4,0,1970-01-01 10:03:14.610,194.61,AR
UnsavedReplay-2019.01.17-20.30.00.replay,Cha cha lolo,TTV.Indexar,4,0,1970-01-01 10:03:21.589,201.589,AR
UnsavedReplay-2019.01.17-20.30.00.replay,58851wolf,FakeSulfate,3,0,1970-01-01 10:03:22.824,202.824,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,HomophobicCommie,ɴᴏᴛ ᵗᶠᵘᵉ,3,0,1970-01-01 10:03:27.770,207.77,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,PeterNT,wandi jordan,6,0,1970-01-01 10:03:33.564,213.564,SNIPER
UnsavedReplay-2019.01.17-20.30.00.replay,Stucko2004,ND_Slexy,3,0,1970-01-01 10:03:41.089,221.089,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,Destroyer_Eric07,AZN_Zeal,5,0,1970-01-01 10:03:42.830,222.83,SMG
UnsavedReplay-2019.01.17-20.30.00.replay,bigalplays9,Yem8shauno,3,0,1970-01-01 10:03:44.264,224.264,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,LillyNapier,VictorVonSweetz,3,0,1970-01-01 10:03:52.752,232.752,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,3asterClaws,lil moosen 27,3,0,1970-01-01 10:03:56.422,236.422,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,xd milan ツ,T.I_Parallax,6,0,1970-01-01 10:04:02.560,242.56,SNIPER
UnsavedReplay-2019.01.17-20.30.00.replay,TTV.Indexar,FakeSulfate,3,0,1970-01-01 10:04:03.810,243.81,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,Exotic_Pxnda,Mmm Big Stump,4,0,1970-01-01 10:04:29.960,269.96,AR
UnsavedReplay-2019.01.17-20.30.00.replay,ND_Slexy,ND_Slexy,16,0,1970-01-01 10:05:24.365,324.365,MISSING
UnsavedReplay-2019.01.17-20.30.00.replay,thereds111,Yem8shauno,13,0,1970-01-01 10:05:27.014,327.014,BOW
UnsavedReplay-2019.01.17-20.30.00.replay,Yem8shauno,Yem8shauno,13,0,1970-01-01 10:05:34.244,334.244,BOW
UnsavedReplay-2019.01.17-20.30.00.replay,T.I_Parallax,laSauce.Drip,6,0,1970-01-01 10:05:38.394,338.394,SNIPER
UnsavedReplay-2019.01.17-20.30.00.replay,Eliiiiiiiiiii-,Biscuit_Squid,3,0,1970-01-01 10:05:38.738,338.738,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,Me Daddy Me,SargentGold96,3,0,1970-01-01 10:05:52.518,352.518,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,KojoTheDodgeball,BSM_MAKO,4,0,1970-01-01 10:05:57.448,357.448,AR
UnsavedReplay-2019.01.17-20.30.00.replay,ttv.downieOCE,Joshy mo mo,3,0,1970-01-01 10:06:18.887,378.887,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,Biscuit_Squid,TTV-matt-QSD,3,0,1970-01-01 10:06:49.552,409.552,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,ɴᴏᴛ ᵗᶠᵘᵉ,laSauce.Drip,6,0,1970-01-01 10:07:25.578,445.578,SNIPER
UnsavedReplay-2019.01.17-20.30.00.replay,VictorVonSweetz,harryurawizaard,3,0,1970-01-01 10:07:40.775,460.775,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,harryurawizaard,BSM_MAKO,4,0,1970-01-01 10:08:08.457,488.457,AR
UnsavedReplay-2019.01.17-20.30.00.replay,scibo,Tommorrow ttv,3,0,1970-01-01 10:09:00.130,540.13,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,Rufaro0087,FakeSulfate,3,0,1970-01-01 10:09:01.694,541.694,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,c-dog102,XPG_CODYISHERE,40,0,1970-01-01 10:09:13.182,553.182,MISSING
UnsavedReplay-2019.01.17-20.30.00.replay,TTV-matt-QSD,Tommorrow ttv,3,0,1970-01-01 10:09:48.393,588.393,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,curry_willkillu,SargentGold96,6,0,1970-01-01 10:10:30.064,630.064,SNIPER
UnsavedReplay-2019.01.17-20.30.00.replay,ElKritz,Tommorrow ttv,3,0,1970-01-01 10:10:38.051,638.051,SHOTGUN
UnsavedReplay-2019.01.17-20.30.00.replay,ItsNoelsy,BSM_MAKO,3,0,1970-01-01 10:10:46.512,646.512,SHOTGUN
