file,datetime,fortnite_version,game_sub,release,season,server_side_version
UnsavedReplay-2019.01.17-21.14.38.replay,2019-01-17 21:14:38,4727874,SubGame=Athena,++Fortnite+Release-7.20,7,1110505610
