file,player_name,platform,retrieved_date,kd_rate,kills,matches_played,score,top_10,top_12s,top_25s,top_3s,top_5s,top_6s,win_pct,wins
UnsavedReplay-2019.01.18-19.13.33.replay,Sch00chums,pc,2019-01-19 00:02:57,0.16,60,387,43159,8,19,31,7,4,15,1,2
UnsavedReplay-2019.01.18-19.13.33.replay,CC.1_,pc,2019-01-19 00:03:05,0.19,418,2280,321330,96,248,188,127,117,213,2,34
UnsavedReplay-2019.01.18-19.13.33.replay,CC.1_,psn,2019-01-19 00:03:07,0.23,23,102,15227,9,0,11,6,0,15,2,2
UnsavedReplay-2019.01.18-19.13.33.replay,timbow272,pc,2019-01-19 00:03:13,0.57,492,871,115903,42,14,105,15,4,60,1,5
UnsavedReplay-2019.01.18-19.13.33.replay,timbow272,psn,2019-01-19 00:03:15,0.0,0,4,513,1,0,1,0,0,0,0,0
UnsavedReplay-2019.01.18-19.13.33.replay,Noiseless.,pc,2019-01-19 00:03:21,0.4,1964,4934,440812,46,177,169,54,62,109,0,12
UnsavedReplay-2019.01.18-19.13.33.replay,Noiseless.,psn,2019-01-19 00:03:24,1.0,13,13,1019,0,0,2,0,0,0,0,0
UnsavedReplay-2019.01.18-19.13.33.replay,Chief Lvwis,pc,2019-01-19 00:03:29,1.24,1856,1564,257522,72,181,142,42,87,70,4,63
UnsavedReplay-2019.01.18-19.13.33.replay,Chief Lvwis,psn,2019-01-19 00:03:32,1.22,4998,4179,677245,109,298,237,130,118,268,2,93
UnsavedReplay-2019.01.18-19.13.33.replay,Chief Lvwis,xbl,2019-01-19 00:03:34,0.93,13,14,1795,0,3,0,0,2,0,0,0
UnsavedReplay-2019.01.18-19.13.33.replay,YourBoyLuca7,pc,2019-01-19 00:03:37,0.21,138,659,80558,43,20,134,11,3,26,1,4
UnsavedReplay-2019.01.18-19.13.33.replay,HeniThinIsPosibl,pc,2019-01-19 00:03:45,1.49,1000,690,119477,21,108,52,25,51,49,3,18
UnsavedReplay-2019.01.18-19.13.33.replay,HeniThinIsPosibl,xbl,2019-01-19 00:03:50,1.56,2476,1675,353853,27,182,63,131,96,215,5,89
UnsavedReplay-2019.01.18-19.13.33.replay,Blaike888,pc,2019-01-19 00:03:53,0.02,1,41,3530,0,0,2,0,0,2,0,0
UnsavedReplay-2019.01.18-19.13.33.replay,LordPickel,pc,2019-01-19 00:04:01,0.31,537,1711,194663,64,63,189,27,19,65,0,5
UnsavedReplay-2019.01.18-19.13.33.replay,DigilantDino69,pc,2019-01-19 00:04:17,0.56,2556,4611,473005,135,199,466,30,66,72,0,16
UnsavedReplay-2019.01.18-19.13.33.replay,CryingRaijin,pc,2019-01-19 00:04:28,1.05,2000,1987,393919,118,210,195,135,118,213,4,84
UnsavedReplay-2019.01.18-19.13.33.replay,tron121,pc,2019-01-19 00:04:35,0.12,34,278,30478,13,2,45,2,1,10,0,1
UnsavedReplay-2019.01.18-19.13.33.replay,Soapdodger109,pc,2019-01-19 00:04:44,0.24,315,1322,101591,9,14,72,7,8,22,0,1
UnsavedReplay-2019.01.18-19.13.33.replay,Soapdodger109,psn,2019-01-19 00:04:46,0.29,198,688,97671,8,29,15,40,15,92,1,8
UnsavedReplay-2019.01.18-19.13.33.replay,AG_Ferrari,pc,2019-01-19 00:04:52,0.66,2090,3216,394803,173,154,390,39,63,88,1,29
UnsavedReplay-2019.01.18-19.13.33.replay,Esphire YT,pc,2019-01-19 00:05:00,0.67,306,471,66798,12,41,64,6,24,8,3,13
UnsavedReplay-2019.01.18-19.13.33.replay,Tubsys_boyz,pc,2019-01-19 00:05:08,0.37,903,2450,295443,33,126,117,49,45,123,0,10
UnsavedReplay-2019.01.18-19.13.33.replay,Mpaf0007,pc,2019-01-19 00:05:17,0.04,6,150,13312,6,0,32,0,0,2,0,0
UnsavedReplay-2019.01.18-19.13.33.replay,orangejoostice,pc,2019-01-19 00:05:25,0.14,319,2327,257078,129,81,366,23,16,64,0,2
UnsavedReplay-2019.01.18-19.13.33.replay,orangejoostice,psn,2019-01-19 00:05:28,0.25,3,12,1436,2,0,2,0,0,0,0,0
UnsavedReplay-2019.01.18-19.13.33.replay,Rεgan,pc,2019-01-19 00:05:33,1.11,5619,5124,636281,258,111,715,84,37,170,1,53
UnsavedReplay-2019.01.18-19.13.33.replay,Rεgan,psn,2019-01-19 00:05:37,0.86,418,491,52346,19,5,73,5,3,9,1,6
UnsavedReplay-2019.01.18-19.13.33.replay,UL Riffington X,pc,2019-01-19 00:05:47,0.63,920,1461,136335,33,27,147,5,6,21,0,2
UnsavedReplay-2019.01.18-19.13.33.replay,UL Riffington X,psn,2019-01-19 00:05:50,0.59,1868,3195,344070,89,78,310,38,27,73,1,21
UnsavedReplay-2019.01.18-19.13.33.replay,BigDaddyChev,pc,2019-01-19 00:05:55,0.42,842,2004,223763,46,86,144,44,24,92,1,12
UnsavedReplay-2019.01.18-19.13.33.replay,thexboxplum,pc,2019-01-19 00:06:03,0.94,4705,5050,659713,136,430,405,57,155,141,1,34
UnsavedReplay-2019.01.18-19.13.33.replay,makafamz,psn,2019-01-19 00:06:15,0.33,664,2040,245219,57,56,155,74,16,179,1,13
UnsavedReplay-2019.01.18-19.13.33.replay,x_ESOG315_x,psn,2019-01-19 00:06:23,0.81,5240,6579,923157,256,456,639,141,167,313,2,97
UnsavedReplay-2019.01.18-19.13.33.replay,ReVErsE_Dumbird,pc,2019-01-19 00:06:29,0.55,4799,8814,898531,100,444,416,58,121,157,0,34
UnsavedReplay-2019.01.18-19.13.33.replay,ReVErsE_Dumbird,xbl,2019-01-19 00:06:34,0.58,380,662,72895,5,40,14,12,13,32,1,7
UnsavedReplay-2019.01.18-19.13.33.replay,dj caks,pc,2019-01-19 00:06:37,0.32,110,350,36532,16,7,31,3,1,10,1,2
UnsavedReplay-2019.01.18-19.13.33.replay,FestivalCrib231,pc,2019-01-19 00:06:45,0.07,3,44,4078,1,0,6,2,0,2,0,0
UnsavedReplay-2019.01.18-19.13.33.replay,FestivalCrib231,xbl,2019-01-19 00:06:51,0.11,84,746,82355,18,45,60,13,15,33,1,4
UnsavedReplay-2019.01.18-19.13.33.replay,PeterNT,pc,2019-01-19 00:06:53,0.21,104,503,68485,28,7,79,19,3,49,1,6
UnsavedReplay-2019.01.18-19.13.33.replay,SatchSquash,pc,2019-01-19 00:07:02,0.2,273,1393,149796,35,98,151,17,20,31,0,4
UnsavedReplay-2019.01.18-19.13.33.replay,SatchSquash,psn,2019-01-19 00:07:04,1.03,193,193,26192,19,8,43,1,5,2,3,5
UnsavedReplay-2019.01.18-19.13.33.replay,ClassicBmac88,pc,2019-01-19 00:07:10,1.73,8726,5281,1077761,508,422,947,310,231,523,5,244
UnsavedReplay-2019.01.18-19.13.33.replay,AB7PLAYERON12343,pc,2019-01-19 00:07:18,0.08,50,597,59789,29,19,67,11,3,22,0,1
UnsavedReplay-2019.01.18-19.13.33.replay,Nurv_Zonex,pc,2019-01-19 00:07:27,1.43,5889,4294,810251,134,343,340,330,175,568,4,190
UnsavedReplay-2019.01.18-19.13.33.replay,Nurv_Zonex,psn,2019-01-19 00:07:29,0.93,38,42,6177,2,1,4,1,0,4,2,1
UnsavedReplay-2019.01.18-19.13.33.replay,Nurv_Zonex,xbl,2019-01-19 00:07:32,1.0,4,4,232,0,0,0,0,0,0,0,0
UnsavedReplay-2019.01.18-19.13.33.replay,GingerΒread,pc,2019-01-19 00:07:35,0.86,3696,4343,505754,100,106,291,71,33,181,1,28
UnsavedReplay-2019.01.18-19.13.33.replay,Sketc.,pc,2019-01-19 00:07:43,1.35,9774,7453,1178643,243,744,638,185,358,337,3,206
UnsavedReplay-2019.01.18-19.13.33.replay,Sketc.,psn,2019-01-19 00:07:46,0.6,44,75,12102,0,1,3,12,0,18,3,2
UnsavedReplay-2019.01.18-19.13.33.replay,Hoemygosh,pc,2019-01-19 00:07:51,0.1,7,67,5075,0,0,1,0,0,0,0,0
UnsavedReplay-2019.01.18-19.13.33.replay,CloudRaze,pc,2019-01-19 00:08:00,0.55,1054,1956,313133,16,154,38,109,53,233,2,35
UnsavedReplay-2019.01.18-19.13.33.replay,CloudRaze,psn,2019-01-19 00:08:03,0.39,11,28,3258,0,0,0,1,0,4,0,0
UnsavedReplay-2019.01.18-19.13.33.replay,senuk981,pc,2019-01-19 00:08:08,0.17,216,1294,118593,27,24,95,5,4,30,0,1
UnsavedReplay-2019.01.18-19.13.33.replay,nothumandogsue,pc,2019-01-19 00:08:16,0.6,4432,7417,860626,524,149,1271,81,67,153,0,31
UnsavedReplay-2019.01.18-19.13.33.replay,Dat_01,pc,2019-01-19 00:08:24,0.9,471,539,88999,38,37,87,19,14,35,3,15
UnsavedReplay-2019.01.18-19.13.33.replay,Dat_01,psn,2019-01-19 00:08:27,2.08,27,14,3387,3,0,7,1,0,1,7,1
UnsavedReplay-2019.01.18-19.13.33.replay,TTTT. Cá Vàng,pc,2019-01-19 00:08:33,0.65,204,319,55622,50,4,67,13,2,23,1,4
UnsavedReplay-2019.01.18-19.13.33.replay,AverageDivinity,pc,2019-01-19 00:08:42,0.88,1613,1847,268816,71,102,172,35,37,88,1,21
UnsavedReplay-2019.01.18-19.13.33.replay,AverageDivinity,psn,2019-01-19 00:08:44,0.7,82,118,14808,2,0,13,3,0,4,1,1
UnsavedReplay-2019.01.18-19.13.33.replay,PHPCU1,pc,2019-01-19 00:08:50,0.63,1248,1978,222131,141,8,414,5,2,9,0,8
UnsavedReplay-2019.01.18-19.13.33.replay,Hamiiiz,pc,2019-01-19 00:08:58,3.26,9710,3283,667624,404,215,673,138,119,204,9,304
UnsavedReplay-2019.01.18-19.13.33.replay,3asterClaws,pc,2019-01-19 00:09:06,0.18,53,287,36645,38,2,101,0,0,0,0,0
UnsavedReplay-2019.01.18-19.13.33.replay,sPαm._YT,pc,2019-01-19 00:09:15,1.12,6611,5996,836092,127,263,377,203,88,391,2,101
UnsavedReplay-2019.01.18-19.13.33.replay,PlazmaCake,pc,2019-01-19 00:09:23,1.54,1941,1324,227851,38,36,108,96,15,153,5,61
UnsavedReplay-2019.01.18-19.13.33.replay,hw2110,pc,2019-01-19 00:09:31,1.75,5475,3177,465713,165,286,377,29,114,72,2,51
UnsavedReplay-2019.01.18-19.13.33.replay,hw2110,psn,2019-01-19 00:09:34,0.63,5,9,1390,0,0,1,1,0,1,11,1
UnsavedReplay-2019.01.18-19.13.33.replay,RyZe_XAyanX,pc,2019-01-19 00:09:40,0.4,19,47,3771,0,0,1,0,0,0,0,0
UnsavedReplay-2019.01.18-19.13.33.replay,RyZe_XAyanX,psn,2019-01-19 00:09:42,1.34,43,32,3654,3,1,5,0,0,0,0,0
UnsavedReplay-2019.01.18-19.13.33.replay,Darkiller100508,pc,2019-01-19 00:09:48,0.47,1292,2770,291850,34,151,113,46,56,108,1,16
UnsavedReplay-2019.01.18-19.13.33.replay,Darkiller100508,psn,2019-01-19 00:09:51,0.49,290,597,66344,8,24,29,11,9,29,1,4
UnsavedReplay-2019.01.18-19.13.33.replay,Swoope,pc,2019-01-19 00:09:57,1.49,1081,756,154462,56,135,103,33,59,57,4,29
UnsavedReplay-2019.01.18-19.13.33.replay,Swoope,xbl,2019-01-19 00:10:02,1.42,3495,2586,509708,278,268,559,84,156,146,5,128
UnsavedReplay-2019.01.18-19.13.33.replay,mga qaqo,pc,2019-01-19 00:10:05,1.12,3292,3023,512057,128,228,270,148,110,270,3,88
UnsavedReplay-2019.01.18-19.13.33.replay,mga qaqo,psn,2019-01-19 00:10:08,0.91,611,679,115115,25,30,55,23,11,44,1,8
UnsavedReplay-2019.01.18-19.13.33.replay,ግራን,pc,2019-01-19 00:10:13,1.21,181,151,17935,0,9,1,6,3,9,1,2
